Label;Area;XM;YM;Width;Height;Circ.;AR;Round;Area_mm2;Days;Plate_location;Drop_size_init;Cell_num_init;Plate;XM_corr;YM_corr;Voronoi_area;Place;Column
s11014.jpg_b-1.tif;987;340.65;873.54;35;36;0.93;1;1;17.74987658;2;B1;0.5;2000;S2;140.9;702.22;18834;Edge;B
s11014.jpg_b-1.tif;835;220.9;879.45;32;33;0.93;1.01;0.99;15.01635962;2;A1;0.5;1000;S2;21.15;708.13;21032;Corner;A
s11017.jpg_b-1.tif;4816;336.62;139.55;79;79;0.88;1.01;0.99;86.60932685;5;B6;5;2000;S2;126.19;0.4;16284;Edge;B
s11017.jpg_b-1.tif;4773;458.08;139.15;79;77;0.9;1.02;0.98;85.83602929;5;C6;5;4000;S2;247.65;0;15465;Edge;C
s11017.jpg_b-1.tif;5255;570.33;142.04;83;82;0.84;1.02;0.98;94.50415544;5;D6;5;8000;S2;359.9;2.89;23455;Corner;D
s11017.jpg_b-1.tif;4907;210.43;146.52;80;79;0.87;1.03;0.97;88.2458403;5;A6;5;1000;S2;0;7.37;18397;Corner;A
s11017.jpg_b-1.tif;4747;579.11;283.07;79;78;0.89;1.03;0.97;85.36845402;5;D5;4;8000;S2;368.68;143.92;23256;Edge;D
s11017.jpg_b-1.tif;4180;216.24;283.87;76;73;0.9;1.03;0.98;75.17171641;5;A5;4;1000;S2;5.81;144.72;19032;Edge;A
s11017.jpg_b-1.tif;4227;462.97;284.81;74;75;0.88;1.01;0.99;76.01694863;5;C5;4;4000;S2;252.54;145.66;16362;Mid;C
s11017.jpg_b-1.tif;4252;337.93;285.8;75;74;0.88;1.01;0.99;76.46654024;5;B5;4;2000;S2;127.5;146.65;17147;Mid;B
s11017.jpg_b-1.tif;3961;461.99;417.13;72;73;0.88;1.01;0.99;71.23329395;5;C4;3;4000;S2;251.56;277.98;16704;Mid;C
s11017.jpg_b-1.tif;4194;580.63;417.03;74;74;0.89;1.01;0.99;75.42348771;5;D4;3;8000;S2;370.2;277.88;23526;Edge;D
s11017.jpg_b-1.tif;3981;339.38;421.85;72;73;0.89;1.01;0.99;71.59296724;5;B4;3;2000;S2;128.95;282.7;17207;Mid;B
s11017.jpg_b-1.tif;3927;216.6;426.25;72;72;0.9;1.02;0.98;70.62184937;5;A4;3;1000;S2;6.17;287.1;19461;Edge;A
s11017.jpg_b-1.tif;3854;581.24;562.09;70;71;0.91;1;1;69.30904188;5;D3;2;8000;S2;370.81;422.94;24154;Edge;D
s11017.jpg_b-1.tif;3740;340.75;568.86;71;70;0.88;1.01;0.99;67.25890416;5;B3;2;2000;S2;130.32;429.71;17640;Mid;B
s11017.jpg_b-1.tif;3542;465.87;567.68;69;68;0.88;1.01;0.99;63.69813865;5;C3;2;4000;S2;255.44;428.53;16907;Mid;C
s11017.jpg_b-1.tif;3459;219.91;569.39;67;69;0.89;1;1;62.20549452;5;A3;2;1000;S2;9.48;430.24;19063;Edge;A
s11017.jpg_b-1.tif;3223;586.79;702.25;65;67;0.85;1.01;0.99;57.96134976;5;D2;1;8000;S2;376.36;563.1;22816;Edge;D
s11017.jpg_b-1.tif;2893;462.98;703.64;62;61;0.89;1.02;0.98;52.02674057;5;C2;1;4000;S2;252.55;564.49;16049;Mid;C
s11017.jpg_b-1.tif;3028;340.7;707.31;64;62;0.9;1.03;0.97;54.45453524;5;B2;1;2000;S2;130.27;568.16;16166;Mid;B
s11017.jpg_b-1.tif;2840;218.7;707.99;61;60;0.89;1.04;0.96;51.07360637;5;A2;1;1000;S2;8.27;568.84;18232;Edge;A
s11017.jpg_b-1.tif;2870;591.72;833.4;61;61;0.9;1.02;0.98;51.61311629;5;D1;0.5;8000;S2;381.29;694.25;25825;Corner;D
s11017.jpg_b-1.tif;2782;471.46;837.13;60;60;0.87;1.01;0.99;50.03055384;5;C1;0.5;4000;S2;261.03;697.98;19114;Edge;C
s11017.jpg_b-1.tif;2732;345.13;839.23;60;59;0.91;1.03;0.97;49.13137063;5;B1;0.5;2000;S2;134.7;700.08;18834;Edge;B
s11017.jpg_b-1.tif;2557;225.23;843.4;59;58;0.89;1.01;0.99;45.98422939;5;A1;0.5;1000;S2;14.8;704.25;21032;Corner;A
s11019.jpg_b-1.tif;5641;332.46;164.16;85;86;0.9;1.02;0.98;101.4458498;7;B6;5;2000;S2;126.13;0.2;16284;Edge;B
s11019.jpg_b-1.tif;5576;453.88;163.96;85;84;0.91;1.01;0.99;100.2769117;7;C6;5;4000;S2;247.55;0;15465;Edge;C
s11019.jpg_b-1.tif;6293;566.82;166.82;89;90;0.9;1.01;0.99;113.1711989;7;D6;5;8000;S2;360.49;2.86;23455;Corner;D
s11019.jpg_b-1.tif;5756;206.33;171.16;86;86;0.89;1.04;0.97;103.5139712;7;A6;5;1000;S2;0;7.2;18397;Corner;A
s11019.jpg_b-1.tif;5731;575.48;307.7;87;85;0.91;1.02;0.98;103.0643796;7;D5;4;8000;S2;369.15;143.74;23256;Edge;D
s11019.jpg_b-1.tif;5024;212.17;308.86;82;81;0.89;1.02;0.98;90.34992901;7;A5;4;1000;S2;5.84;144.9;19032;Edge;A
s11019.jpg_b-1.tif;5058;459.07;309.5;82;81;0.9;1.01;0.99;90.96137359;7;C5;4;4000;S2;252.74;145.54;16362;Mid;C
s11019.jpg_b-1.tif;5069;333.93;310.81;82;80;0.89;1.02;0.98;91.1591939;7;B5;4;2000;S2;127.6;146.85;17147;Mid;B
s11019.jpg_b-1.tif;5207;578.03;441.78;82;81;0.9;1.02;0.98;93.64093956;7;D4;3;8000;S2;371.7;277.82;23526;Edge;D
s11019.jpg_b-1.tif;4684;458.14;442.18;78;78;0.91;1.02;0.98;84.23548318;7;C4;3;4000;S2;251.81;278.22;16704;Mid;C
s11019.jpg_b-1.tif;4825;335.61;446.5;79;79;0.9;1.02;0.98;86.77117983;7;B4;3;2000;S2;129.28;282.54;17207;Mid;B
s11019.jpg_b-1.tif;4702;212.67;450.98;80;78;0.88;1.04;0.96;84.55918913;7;A4;3;1000;S2;6.34;287.02;19461;Edge;A
s11019.jpg_b-1.tif;4857;578.15;586.78;79;79;0.91;1;1;87.34665709;7;D3;2;8000;S2;371.82;422.82;24154;Edge;D
s11019.jpg_b-1.tif;4502;337.18;593.54;76;77;0.89;1;1;80.96245629;7;B3;2;2000;S2;130.85;429.58;17640;Mid;B
s11019.jpg_b-1.tif;4360;461.98;592.5;76;75;0.9;1.01;0.99;78.40877597;7;C3;2;4000;S2;255.65;428.54;16907;Mid;C
s11019.jpg_b-1.tif;4237;216.24;594.17;75;74;0.89;1.02;0.98;76.19678527;7;A3;2;1000;S2;9.91;430.21;19063;Edge;A
s11019.jpg_b-1.tif;4148;583.61;726.79;74;72;0.91;1.02;0.98;74.59623916;7;D2;1;8000;S2;377.28;562.83;22816;Edge;D
s11019.jpg_b-1.tif;3652;459.47;728.28;69;68;0.91;1.02;0.98;65.67634171;7;C2;1;4000;S2;253.14;564.32;16049;Mid;C
s11019.jpg_b-1.tif;3785;337.02;732.09;70;69;0.91;1.03;0.97;68.06816905;7;B2;1;2000;S2;130.69;568.13;16166;Mid;B
s11019.jpg_b-1.tif;3770;214.82;732.8;71;68;0.9;1.04;0.96;67.79841409;7;A2;1;1000;S2;8.49;568.84;18232;Edge;A
s11019.jpg_b-1.tif;3919;588.68;858.23;71;70;0.92;1.01;0.99;70.47798005;7;D1;0.5;8000;S2;382.35;694.27;25825;Corner;D
s11019.jpg_b-1.tif;3655;467.67;862.23;69;69;0.91;1.01;0.99;65.7302927;7;C1;0.5;4000;S2;261.34;698.27;19114;Edge;C
s11019.jpg_b-1.tif;3608;341.43;864.47;69;67;0.91;1.02;0.98;64.88506048;7;B1;0.5;2000;S2;135.1;700.51;18834;Edge;B
s11019.jpg_b-1.tif;3472;221.19;868.75;68;68;0.89;1.03;0.97;62.43928215;7;A1;0.5;1000;S2;14.86;704.79;21032;Corner;A
s31018.jpg_a-1.tif;5114;403.4;185.37;81;82;0.88;1.01;0.99;91.96845879;6;C6;5;4000;S3;248.52;0;16203;Edge;C
s31018.jpg_a-1.tif;5440;519.51;186.94;84;84;0.88;1.02;0.98;97.83113332;6;D6;5;8000;S3;364.63;1.57;20640;Corner;D
s31018.jpg_a-1.tif;5059;277.81;188.56;80;81;0.89;1.02;0.98;90.97935726;6;B6;5;2000;S3;122.93;3.19;16263;Edge;B
s31018.jpg_a-1.tif;5276;159.48;192;82;82;0.89;1.02;0.98;94.88181239;6;A6;5;1000;S3;4.6;6.63;21668;Corner;A
s31018.jpg_a-1.tif;4680;405.88;325.7;78;77;0.9;1.02;0.98;84.16354852;6;C5;4;4000;S3;251;140.33;16281;Mid;C
s31018.jpg_a-1.tif;4596;273.62;327.19;77;78;0.9;1.01;0.99;82.65292073;6;B5;4;2000;S3;118.74;141.82;16418;Mid;B
s31018.jpg_a-1.tif;4900;517.79;327.81;79;80;0.87;1.03;0.97;88.11995465;6;D5;4;8000;S3;362.91;142.44;19881;Edge;D
s31018.jpg_a-1.tif;4703;159.02;328.9;79;77;0.89;1.03;0.97;84.5771728;6;A5;4;1000;S3;4.14;143.53;21254;Edge;A
s31018.jpg_a-1.tif;4470;519.25;456.83;75;76;0.9;1.02;0.98;80.38697904;6;D4;3;8000;S3;364.37;271.46;21180;Edge;D
s31018.jpg_a-1.tif;4205;403.27;456.44;75;73;0.9;1.02;0.98;75.62130802;6;C4;3;4000;S3;248.39;271.07;16342;Mid;C
s31018.jpg_a-1.tif;4278;276.16;462.31;74;74;0.91;1;1;76.93411551;6;B4;3;2000;S3;121.28;276.94;17243;Mid;B
s31018.jpg_a-1.tif;4334;157.22;468.33;76;73;0.89;1.03;0.97;77.9412007;6;A4;3;1000;S3;2.34;282.96;21351;Edge;A
s31018.jpg_a-1.tif;4130;406.18;602.64;73;73;0.91;1.01;0.99;74.2725332;6;C3;2;4000;S3;251.3;417.27;17736;Mid;C
s31018.jpg_a-1.tif;4228;516.66;605.51;73;73;0.91;1.02;0.98;76.0349323;6;D3;2;8000;S3;361.78;420.14;22406;Edge;D
s31018.jpg_a-1.tif;4010;155.56;612.09;73;72;0.89;1.03;0.97;72.1144935;6;A3;2;1000;S3;0.68;426.72;20752;Edge;A
s31018.jpg_a-1.tif;3970;273.97;611.94;71;72;0.91;1.01;0.99;71.39514693;6;B3;2;2000;S3;119.09;426.57;17787;Mid;B
s31018.jpg_a-1.tif;3636;519.93;745.34;68;67;0.91;1.02;0.98;65.38860308;6;D2;1;8000;S3;365.05;559.97;22137;Edge;D
s31018.jpg_a-1.tif;3258;273.14;749.42;65;65;0.91;1.01;0.99;58.59077801;6;B2;1;2000;S3;118.26;564.05;16244;Mid;B
s31018.jpg_a-1.tif;3370;402.97;749.48;66;65;0.91;1.02;0.98;60.6049484;6;C2;1;4000;S3;248.09;564.11;16975;Mid;C
s31018.jpg_a-1.tif;3314;154.88;751.55;66;65;0.91;1.02;0.98;59.5978632;6;A2;1;1000;S3;0;566.18;18888;Edge;A
s31018.jpg_a-1.tif;3094;158.09;882.42;63;63;0.91;1.01;0.99;55.64145708;6;A1;0.5;1000;S3;3.21;697.05;22528;Corner;A
s31018.jpg_a-1.tif;3119;277.53;882.92;65;64;0.88;1.01;0.99;56.09104868;6;B1;0.5;2000;S3;122.65;697.55;19298;Edge;B
s31018.jpg_a-1.tif;3295;523.99;885.62;64;65;0.9;1.02;0.98;59.25617358;6;D1;0.5;8000;S3;369.11;700.25;24055;Corner;D
s31018.jpg_a-1.tif;3201;407.54;886.72;65;64;0.9;1.01;1;57.56570915;6;C1;0.5;4000;S3;252.66;701.35;18552;Edge;C
s31019.jpg_a-1.tif;5999;510.96;169.05;88;88;0.88;1.02;0.98;107.8840016;7;D6;5;8000;S3;360.5;0;20640;Corner;D
s31019.jpg_a-1.tif;5576;394.37;169.24;85;86;0.89;1.01;0.99;100.2769117;7;C6;5;4000;S3;243.91;0.19;16203;Edge;C
s31019.jpg_a-1.tif;5481;268.79;174.22;84;86;0.88;1.02;0.98;98.56846356;7;B6;5;2000;S3;118.33;5.17;16263;Edge;B
s31019.jpg_a-1.tif;5740;150.46;179.59;86;87;0.85;1.02;0.98;103.2262326;7;A6;5;1000;S3;0;10.54;21668;Corner;A
s31019.jpg_a-1.tif;5426;511.07;309.73;83;84;0.84;1.03;0.97;97.57936202;7;D5;4;8000;S3;360.61;140.68;19881;Edge;D
s31019.jpg_a-1.tif;5111;399.1;309.67;81;81;0.9;1.01;0.99;91.9145078;7;C5;4;4000;S3;248.64;140.62;16281;Mid;C
s31019.jpg_a-1.tif;4950;266.64;313.39;80;81;0.9;1;1;89.01913786;7;B5;4;2000;S3;116.18;144.34;16418;Mid;B
s31019.jpg_a-1.tif;5126;152.15;316.53;83;80;0.89;1.03;0.98;92.18426276;7;A5;4;1000;S3;1.69;147.48;21254;Edge;A
s31019.jpg_a-1.tif;4857;513.68;439.19;81;80;0.76;1.05;0.96;87.34665709;7;D4;3;8000;S3;363.22;270.14;21180;Edge;D
s31019.jpg_a-1.tif;4602;398.25;440.68;77;76;0.91;1.02;0.98;82.76082271;7;C4;3;4000;S3;247.79;271.63;16342;Mid;C
s31019.jpg_a-1.tif;4683;271.1;448.12;78;78;0.89;1.01;0.99;84.21749951;7;B4;3;2000;S3;120.64;279.07;17243;Mid;B
s31019.jpg_a-1.tif;4678;152.58;456.21;80;77;0.89;1.03;0.97;84.12758119;7;A4;3;1000;S3;2.12;287.16;21351;Edge;A
s31019.jpg_a-1.tif;4563;403.36;586.66;76;77;0.91;1.01;0.99;82.05945981;7;C3;2;4000;S3;252.9;417.61;17736;Mid;C
s31019.jpg_a-1.tif;4671;513.67;588.31;78;77;0.88;1.01;0.99;84.00169554;7;D3;2;8000;S3;363.21;419.26;22406;Edge;D
s31019.jpg_a-1.tif;4357;271.29;598.07;74;76;0.89;1.01;0.99;78.35482498;7;B3;2;2000;S3;120.83;429.02;17787;Mid;B
s31019.jpg_a-1.tif;4395;152.9;599.99;76;75;0.87;1.03;0.97;79.03820422;7;A3;2;1000;S3;2.44;430.94;20752;Edge;A
s31019.jpg_a-1.tif;4109;519.18;727.61;73;73;0.9;1.02;0.98;73.89487625;7;D2;1;8000;S3;368.72;558.56;22137;Edge;D
s31019.jpg_a-1.tif;3769;402.23;733.71;70;69;0.9;1.02;0.98;67.78043042;7;C2;1;4000;S3;251.77;564.66;16975;Mid;C
s31019.jpg_a-1.tif;3647;272.53;735.69;69;69;0.9;1.01;0.99;65.58642339;7;B2;1;2000;S3;122.07;566.64;16244;Mid;B
s31019.jpg_a-1.tif;3671;154.46;739.53;69;69;0.9;1.02;0.98;66.01803133;7;A2;1;1000;S3;4;570.48;18888;Edge;A
s31019.jpg_a-1.tif;3681;524.55;868.23;69;71;0.87;1.05;0.95;66.19786797;7;D1;0.5;8000;S3;374.09;699.18;24055;Corner;D
s31019.jpg_a-1.tif;3569;278.91;869.23;68;68;0.9;1.01;0.99;64.18369758;7;B1;0.5;2000;S3;128.45;700.18;19298;Edge;B
s31019.jpg_a-1.tif;3541;159.46;870.36;68;67;0.9;1.01;0.99;63.68015498;7;A1;0.5;1000;S3;9;701.31;22528;Corner;A
s31019.jpg_a-1.tif;3641;408.89;871.06;69;68;0.91;1.01;0.99;65.4785214;7;C1;0.5;4000;S3;258.43;702.01;18552;Edge;C
s31019.jpg_b-1.tif;7009;578.18;177.26;89;122;0.59;1.44;0.69;126.0475025;7;D6;5;8000;S4;367.62;5.63;20049;Corner;D
s31019.jpg_b-1.tif;5479;460.89;171.63;82;85;0.88;1.03;0.97;98.53249623;7;C6;5;4000;S4;250.33;0;17393;Edge;C
s31019.jpg_b-1.tif;5469;213.01;177.85;85;85;0.82;1.07;0.94;98.35265959;7;A6;5;1000;S4;2.45;6.22;20819;Corner;A
s31019.jpg_b-1.tif;5482;336.05;179.33;83;85;0.89;1.01;0.99;98.58644722;7;B6;5;2000;S4;125.49;7.7;18109;Edge;B
s31019.jpg_b-1.tif;5566;573.9;314.7;85;87;0.8;1.01;0.99;100.097075;7;D5;4;8000;S4;363.34;143.07;21345;Edge;D
s31019.jpg_b-1.tif;4852;331.35;314.21;80;78;0.89;1.03;0.98;87.25673877;7;B5;4;2000;S4;120.79;142.58;16482;Mid;B
s31019.jpg_b-1.tif;4909;456.9;315.34;80;79;0.9;1.03;0.97;88.28180763;7;C5;4;4000;S4;246.34;143.71;16262;Mid;C
s31019.jpg_b-1.tif;4683;210.56;319.53;81;79;0.79;1.08;0.92;84.21749951;7;A5;4;1000;S4;0;147.9;18567;Edge;A
s31019.jpg_b-1.tif;5217;578.62;451.1;83;82;0.91;1.01;0.99;93.8207762;7;D4;3;8000;S4;368.06;279.47;23945;Edge;D
s31019.jpg_b-1.tif;4619;458.82;449.96;78;76;0.9;1.03;0.97;83.066545;7;C4;3;4000;S4;248.26;278.33;16478;Mid;C
s31019.jpg_b-1.tif;4606;338.05;454.07;82;76;0.84;1.02;0.98;82.83275737;7;B4;3;2000;S4;127.49;282.44;16927;Mid;B
s31019.jpg_b-1.tif;4455;214.97;456.97;78;76;0.86;1.06;0.94;80.11722407;7;A4;3;1000;S4;4.41;285.34;18900;Edge;A
s31019.jpg_b-1.tif;4775;580.42;593.37;79;78;0.9;1.01;0.99;85.87199662;7;D3;2;8000;S4;369.86;421.74;24145;Edge;D
s31019.jpg_b-1.tif;4437;340.81;595.95;75;77;0.89;1.01;0.99;79.79351812;7;B3;2;2000;S4;130.25;424.32;17293;Mid;B
s31019.jpg_b-1.tif;4260;460.55;595.96;75;73;0.9;1.03;0.97;76.61040955;7;C3;2;4000;S4;249.99;424.33;16684;Mid;C
s31019.jpg_b-1.tif;4252;215.72;599.25;76;74;0.88;1.06;0.94;76.46654024;7;A3;2;1000;S4;5.16;427.62;19356;Edge;A
s31019.jpg_b-1.tif;4235;585.47;731.81;74;73;0.91;1.01;0.99;76.16081795;7;D2;1;8000;S4;374.91;560.18;23927;Edge;D
s31019.jpg_b-1.tif;3963;340.87;736.83;72;71;0.9;1.01;0.99;71.26926128;7;B2;1;2000;S4;130.31;565.2;17145;Mid;B
s31019.jpg_b-1.tif;3714;464.66;736.04;69;70;0.9;1.01;0.99;66.79132889;7;C2;1;4000;S4;254.1;564.41;16181;Mid;C
s31019.jpg_b-1.tif;3283;216.73;744.6;67;66;0.88;1.04;0.96;59.04036961;7;A2;1;1000;S4;6.17;572.97;17461;Edge;A
s31019.jpg_b-1.tif;3762;588.32;871.25;70;70;0.91;1.01;0.99;67.65454477;7;D1;0.5;8000;S4;377.76;699.62;24481;Corner;D
s31019.jpg_b-1.tif;3539;465.23;870.56;67;68;0.91;1.01;0.99;63.64418765;7;C1;0.5;4000;S4;254.67;698.93;17301;Edge;C
s31019.jpg_b-1.tif;3689;342.04;873.24;68;69;0.89;1;1;66.34173729;7;B1;0.5;2000;S4;131.48;701.61;17504;Edge;B
s31019.jpg_b-1.tif;3531;220.12;877.39;68;67;0.91;1.03;0.98;63.50031834;7;A1;0.5;1000;S4;9.56;705.76;18426;Corner;A
s31024.jpg_b-1.tif;7792;569.22;151.62;93;127;0.65;1.45;0.69;140.1287116;12;D6;5;8000;S4;369.62;5.94;20049;Corner;D
s31024.jpg_b-1.tif;5857;451.07;145.68;86;87;0.9;1.03;0.97;105.3303213;12;C6;5;4000;S4;251.47;0;17393;Edge;C
s31024.jpg_b-1.tif;6195;202.45;153.32;90;88;0.89;1.02;0.98;111.4087998;12;A6;5;1000;S4;2.85;7.64;20819;Corner;A
s31024.jpg_b-1.tif;5871;326.54;153.28;87;87;0.89;1.01;0.99;105.5820926;12;B6;5;2000;S4;126.94;7.6;18109;Edge;B
s31024.jpg_b-1.tif;6218;565.15;288.42;90;87;0.91;1.03;0.97;111.8224241;12;D5;4;8000;S4;365.55;142.74;21345;Edge;D
s31024.jpg_b-1.tif;5284;321.89;288.28;83;82;0.91;1.02;0.98;95.02568171;12;B5;4;2000;S4;122.29;142.6;16482;Mid;B
s31024.jpg_b-1.tif;5345;447.3;289.21;82;83;0.9;1.02;0.98;96.12268522;12;C5;4;4000;S4;247.7;143.53;16262;Mid;C
s31024.jpg_b-1.tif;5472;199.6;293.58;85;83;0.85;1.06;0.95;98.40661058;12;A5;4;1000;S4;0;147.9;18567;Edge;A
s31024.jpg_b-1.tif;6096;570.35;424.48;89;87;0.9;1.02;0.98;109.628417;12;D4;3;8000;S4;370.75;278.8;23945;Edge;D
s31024.jpg_b-1.tif;5127;449.42;423.44;82;81;0.9;1.03;0.97;92.20224642;12;C4;3;4000;S4;249.82;277.76;16478;Mid;C
s31024.jpg_b-1.tif;5102;328.59;427.74;81;81;0.91;1;1;91.75265482;12;B4;3;2000;S4;128.99;282.06;16927;Mid;B
s31024.jpg_b-1.tif;5205;204.65;431.34;84;81;0.89;1.05;0.95;93.60497223;12;A4;3;1000;S4;5.05;285.66;18900;Edge;A
s31024.jpg_b-1.tif;5704;572.44;566.63;87;85;0.9;1.03;0.97;102.5788207;12;D3;2;8000;S4;372.84;420.95;24145;Edge;D
s31024.jpg_b-1.tif;5021;331.59;569.46;80;82;0.9;1.02;0.98;90.29597802;12;B3;2;2000;S4;131.99;423.78;17293;Mid;B
s31024.jpg_b-1.tif;4825;451.13;569.27;80;78;0.9;1.01;0.99;86.77117983;12;C3;2;4000;S4;251.53;423.59;16684;Mid;C
s31024.jpg_b-1.tif;5056;205.65;573;83;81;0.89;1.04;0.96;90.92540627;12;A3;2;1000;S4;6.05;427.32;19356;Edge;A
s31024.jpg_b-1.tif;5277;577.56;704.96;83;82;0.9;1.03;0.97;94.89979606;12;D2;1;8000;S4;377.96;559.28;23927;Edge;D
s31024.jpg_b-1.tif;4524;331.64;710.15;77;76;0.9;1.01;0.99;81.3580969;12;B2;1;2000;S4;132.04;564.47;17145;Mid;B
s31024.jpg_b-1.tif;4290;455.29;709.13;74;74;0.91;1.01;0.99;77.14991948;12;C2;1;4000;S4;255.69;563.45;16181;Mid;C
s31024.jpg_b-1.tif;4015;206.81;718.18;73;71;0.91;1.05;0.95;72.20441182;12;A2;1;1000;S4;7.21;572.5;17461;Edge;A
s31024.jpg_b-1.tif;5072;580.62;844.79;81;81;0.91;1.01;0.99;91.21314489;12;D1;0.5;8000;S4;381.02;699.11;24481;Corner;D
s31024.jpg_b-1.tif;4337;456.05;844.06;74;74;0.91;1;1;77.9951517;12;C1;0.5;4000;S4;256.45;698.38;17301;Edge;C
s31024.jpg_b-1.tif;4404;333.05;846.7;76;75;0.9;1;1;79.2000572;12;B1;0.5;2000;S4;133.45;701.02;17504;Edge;B
s31024.jpg_b-1.tif;4318;210.63;850.81;75;73;0.92;1.03;0.97;77.65346208;12;A1;0.5;1000;S4;11.03;705.13;18426;Corner;A
t11014.jpg_b-1.tif;1327;344.77;310.01;47;45;0.51;1.01;0.99;23.86432241;2;B5;1;2000;T2;214.77;190.01;16974;Mid;B
t11014.jpg_b-1.tif;1020;224.42;450.28;40;40;0.55;1.07;0.94;18.3433375;2;A4;0.5;1000;T2;94.42;330.28;20937;Edge;A
t11021.jpg_b-1.tif;5733;570.97;155.88;85;86;0.9;1.01;0.99;103.1003469;9;D6;2;8000;T2;367.15;0;18749;Corner;D
t11021.jpg_b-1.tif;5232;453.2;157.44;81;85;0.77;1.03;0.97;94.09053117;9;C6;2;4000;T2;249.38;1.56;15465;Edge;C
t11021.jpg_b-1.tif;5103;328.28;160.59;90;81;0.71;1.03;0.97;91.77063848;9;B6;2;2000;T2;124.46;4.71;15432;Edge;B
t11021.jpg_b-1.tif;5286;203.82;162.51;84;82;0.84;1.07;0.93;95.06164903;9;A6;2;1000;T2;0;6.63;18776;Corner;A
t11021.jpg_b-1.tif;4893;566.9;291.57;80;83;0.74;1;1;87.994069;9;D5;1;8000;T2;363.08;135.69;21534;Edge;D
t11021.jpg_b-1.tif;4343;455.32;294.57;77;79;0.64;1.01;0.99;78.10305368;9;C5;1;4000;T2;251.5;138.69;16406;Mid;C
t11021.jpg_b-1.tif;4453;329.76;297.07;87;76;0.54;1.08;0.92;80.08125674;9;B5;1;2000;T2;125.94;141.19;16974;Mid;B
t11021.jpg_b-1.tif;4234;209.57;298.3;84;71;0.62;1.12;0.89;76.14283428;9;A5;1;1000;T2;5.75;142.42;21100;Edge;A
t11021.jpg_b-1.tif;3723;329.16;434.25;77;79;0.58;1.02;0.98;66.95318187;9;B4;0.5;2000;T2;125.34;278.37;17954;Mid;B
t11021.jpg_b-1.tif;4434;569.31;433.78;80;79;0.69;1.04;0.96;79.73956712;9;D4;0.5;8000;T2;365.49;277.9;21147;Edge;D
t11021.jpg_b-1.tif;3582;216.92;440.11;73;70;0.57;1.07;0.94;64.41748521;9;A4;0.5;1000;T2;13.1;284.23;20937;Edge;A
t11021.jpg_b-1.tif;7078;569.93;572.3;97;103;0.69;1.01;0.99;127.2883753;9;D3;5;8000;T2;366.11;416.42;21704;Edge;D
t11021.jpg_b-1.tif;6201;333.82;571.4;96;90;0.53;1.02;0.98;111.5167018;9;B3;5;2000;T2;130;415.52;17284;Mid;B
t11021.jpg_b-1.tif;6292;212.56;576;97;91;0.68;1.07;0.93;113.1532152;9;A3;5;1000;T2;8.74;420.12;21052;Edge;A
t11021.jpg_b-1.tif;6443;573.92;709.32;93;91;0.82;1.02;0.98;115.8687485;9;D2;4;8000;T2;370.1;553.44;21936;Edge;D
t11021.jpg_b-1.tif;5187;460.57;717.46;82;91;0.57;1.05;0.95;93.28126628;9;C2;4;4000;T2;256.75;561.58;16112;Mid;C
t11021.jpg_b-1.tif;5690;217.32;716.53;91;86;0.8;1.06;0.94;102.3270494;9;A2;4;1000;T2;13.5;560.65;20053;Edge;A
t11021.jpg_b-1.tif;5609;334.75;720.41;89;88;0.62;1.05;0.96;100.8703726;9;B2;4;2000;T2;130.93;564.53;16230;Mid;B
t11021.jpg_b-1.tif;6056;578.97;852.29;89;87;0.9;1.01;0.99;108.9090705;9;D1;3;8000;T2;375.15;696.41;25825;Corner;D
t11021.jpg_b-1.tif;5485;339.47;853.94;83;86;0.89;1.03;0.97;98.64039821;9;B1;3;2000;T2;135.65;698.06;18834;Edge;B
t11021.jpg_b-1.tif;5400;460.3;853.68;82;85;0.87;1.03;0.97;97.11178676;9;C1;3;4000;T2;256.48;697.8;19114;Edge;C
t11021.jpg_b-1.tif;5481;216.3;857.07;86;84;0.86;1.05;0.95;98.56846356;9;A1;3;1000;T2;12.48;701.19;21032;Corner;A
T11024.jpg_b-1.tif;6112;571.05;147.12;88;89;0.9;1.01;0.99;109.9161557;12;D6;2;8000;T2;368.06;0.69;18749;Corner;D
T11024.jpg_b-1.tif;5223;452.41;146.43;81;82;0.91;1.01;0.99;93.92867819;12;C6;2;4000;T2;249.42;0;15465;Edge;C
T11024.jpg_b-1.tif;4989;328.76;148.99;79;81;0.9;1.01;0.99;89.72050076;12;B6;2;2000;T2;125.77;2.56;15432;Edge;B
T11024.jpg_b-1.tif;5567;202.99;152.07;85;84;0.87;1.02;0.98;100.1150587;12;A6;2;1000;T2;0;5.64;18776;Corner;A
T11024.jpg_b-1.tif;4953;567.83;282.35;81;78;0.9;1.04;0.97;89.07308885;12;D5;1;8000;T2;364.84;135.92;21534;Edge;D
T11024.jpg_b-1.tif;4148;453.14;285.03;74;73;0.9;1.02;0.98;74.59623916;12;C5;1;4000;T2;250.15;138.6;16406;Mid;C
T11024.jpg_b-1.tif;4385;204.72;286.82;76;74;0.9;1.05;0.95;78.85836758;12;A5;1;1000;T2;1.73;140.39;21100;Edge;A
T11024.jpg_b-1.tif;4255;329.57;286.45;75;73;0.91;1.03;0.97;76.52049123;12;B5;1;2000;T2;126.58;140.02;16974;Mid;B
